741,7,63706,0,23,20,9912,-1,-1,0,1,-1,1,44,0,3,99
741,8,63706,0,23,27,13536,-1,-1,0,1,-1,2,16,2,3,100
741,9,63706,0,23,20,9912,-1,-1,0,0,-1,3,34,1,3,100
742,0,63706,0,23,25,12576,-1,-1,0,1,-1,4,34,1,3,100
742,1,63706,0,23,25,12576,-1,-1,0,0,-1,5,50,1,3,100
742,2,63706,0,24,27,14688,-1,-1,0,0,-1,6,6,1,3,100
742,3,63706,0,23,25,12576,-1,-1,0,1,-1,7,30,1,3,100
742,4,63706,0,24,27,14688,-1,-1,0,1,-1,0,40,1,3,100
742,4,32562,0,8,1,120,-1,-1,0,0,-1,0,48,0,3,97
742,5,32562,0,8,1,120,-1,-1,0,0,-1,1,0,3,3,100
742,5,63706,0,23,20,9912,-1,-1,0,0,-1,1,44,1,3,100
742,6,32562,0,8,1,120,-1,-1,0,1,-1,2,32,3,3,100
742,6,63706,0,22,27,12576,-1,-1,0,0,-1,2,28,1,3,100
742,7,32562,0,8,1,120,-1,-1,0,0,-1,3,0,3,3,100
742,7,63706,0,24,20,10680,-1,-1,0,1,-1,3,44,1,3,100
742,8,32562,0,8,1,120,-1,-1,0,0,-1,4,20,2,3,100
742,8,63706,0,23,24,12216,-1,-1,0,0,-1,4,34,1,3,100
742,9,32562,0,30,1,0,-1,-1,0,0,-1,5,48,3,3,100
742,9,63706,0,30,25,0,-1,-1,0,0,-1,5,32,1,3,100
743,0,32562,0,8,1,120,-1,-1,0,1,-1,6,24,3,3,100
743,0,63706,0,23,25,12576,-1,-1,0,1,-1,6,34,1,3,100
743,1,32562,0,8,1,120,-1,-1,0,0,-1,7,24,3,3,100
743,1,63706,0,22,20,9144,-1,-1,0,0,-1,7,50,1,3,100
743,1,60104,0,14,2,488,-1,-1,0,0,-1,7,54,1,3,97
743,2,32562,0,8,1,120,-1,-1,0,0,-1,0,48,3,3,100
743,2,60104,0,16,1,280,-1,-1,0,1,-1,0,28,2,3,100
743,2,63706,0,22,27,12576,-1,-1,0,0,-1,0,6,1,3,100
743,3,32562,0,8,1,120,-1,-1,0,0,-1,1,48,3,3,100
743,3,63706,0,23,20,9912,-1,-1,0,1,-1,1,30,1,3,100
743,4,32562,0,8,1,120,-1,-1,0,1,-1,2,48,3,3,100
743,4,63706,0,23,27,13536,-1,-1,0,1,-1,2,40,2,3,100
743,5,32562,0,8,1,120,-1,-1,0,0,-1,3,48,3,3,100
743,5,63706,0,23,25,12576,-1,-1,0,0,-1,3,46,1,3,100
743,6,32562,0,8,1,120,-1,-1,0,0,-1,4,32,3,3,100
743,6,62048,0,16,4,1224,-1,-1,0,0,-1,4,48,3,3,97
743,6,63706,0,22,25,11448,-1,-1,0,1,-1,4,28,1,3,100
743,7,32562,0,30,1,0,-1,-1,0,0,-1,5,8,3,3,100
743,7,63706,0,23,25,12576,-1,-1,0,1,-1,5,44,1,3,100
743,8,32562,0,8,1,120,-1,-1,0,1,-1,6,40,3,3,100
743,8,63706,0,23,24,12216,-1,-1,0,0,-1,6,34,1,3,100
743,8,38408,0,13,25,5736,-1,-1,0,0,-1,6,38,0,3,97
743,9,32562,0,8,1,120,-1,-1,0,0,-1,7,48,3,3,100
743,9,38408,0,13,20,4584,-1,-1,0,0,-1,7,30,1,3,100
743,9,63706,0,24,20,10680,-1,-1,0,1,-1,7,36,1,3,100
744,0,32562,0,8,1,120,-1,-1,0,0,-1,0,24,3,3,100
